,날짜,종가,전일비,시가,고가,저가,거래량
0,2023.10.04,60000.0,2800.0,61500.0,61900.0,59300.0,618460.0
1,2023.09.27,62800.0,1800.0,63600.0,64200.0,62500.0,511829.0
2,2023.09.26,64600.0,900.0,65200.0,66700.0,64200.0,368240.0
3,2023.09.25,65500.0,900.0,64300.0,68800.0,63400.0,1006574.0
4,2023.09.22,66400.0,2800.0,68000.0,68500.0,64300.0,1150903.0
5,2023.09.21,69200.0,10600.0,77600.0,78100.0,67500.0,1176763.0
6,2023.09.20,79800.0,500.0,80400.0,81300.0,78400.0,268589.0
7,2023.09.19,80300.0,2300.0,78000.0,81500.0,77500.0,523095.0
8,2023.09.18,78000.0,1300.0,78100.0,80700.0,76800.0,543539.0
9,2023.09.15,79300.0,2400.0,79900.0,80000.0,73500.0,1835685.0
10,2023.09.14,81700.0,4500.0,78000.0,81700.0,77200.0,387146.0
11,2023.09.13,77200.0,3200.0,80200.0,81800.0,77200.0,346141.0
12,2023.09.12,80400.0,500.0,80300.0,83100.0,79400.0,403446.0
13,2023.09.11,79900.0,3400.0,76600.0,81000.0,74100.0,455028.0
14,2023.09.08,76500.0,700.0,75800.0,77200.0,75000.0,121406.0
15,2023.09.07,75800.0,1200.0,76800.0,78200.0,75500.0,150325.0
16,2023.09.06,77000.0,900.0,77500.0,78700.0,76400.0,155154.0
17,2023.09.05,77900.0,0.0,78000.0,79000.0,77200.0,148493.0
18,2023.09.04,77900.0,800.0,77700.0,79200.0,77000.0,175310.0
19,2023.09.01,78700.0,2800.0,81600.0,82200.0,78400.0,300326.0
20,2023.08.31,81500.0,200.0,81900.0,83000.0,80500.0,405293.0
21,2023.08.30,81700.0,2800.0,78800.0,82400.0,78500.0,494442.0
22,2023.08.29,78900.0,3500.0,75800.0,79700.0,74200.0,465420.0
23,2023.08.28,75400.0,1700.0,74100.0,75400.0,72800.0,265108.0
24,2023.08.25,73700.0,100.0,72400.0,75500.0,72300.0,188099.0
25,2023.08.24,73600.0,800.0,72400.0,74400.0,72000.0,269362.0
26,2023.08.23,72800.0,700.0,72400.0,75000.0,72300.0,223267.0
27,2023.08.22,72100.0,500.0,72000.0,73200.0,71600.0,200415.0
28,2023.08.21,72600.0,800.0,71900.0,74200.0,71600.0,288764.0
29,2023.08.18,71800.0,4400.0,74900.0,74900.0,70700.0,574780.0
30,2023.08.17,76200.0,800.0,79000.0,80800.0,75900.0,618535.0
31,2023.08.16,77000.0,4500.0,80000.0,81600.0,77000.0,430240.0
32,2023.08.14,81500.0,200.0,80500.0,82400.0,77900.0,574554.0
33,2023.08.11,81700.0,2500.0,80000.0,82900.0,77800.0,412595.0
34,2023.08.10,79200.0,2500.0,82700.0,82700.0,79200.0,387420.0
35,2023.08.09,81700.0,400.0,82300.0,83500.0,80400.0,544550.0
36,2023.08.08,81300.0,800.0,81000.0,83800.0,79900.0,977451.0
37,2023.08.07,80500.0,2900.0,77600.0,81700.0,77300.0,741030.0
38,2023.08.04,77600.0,5200.0,73100.0,78100.0,72800.0,650986.0
39,2023.08.03,72400.0,1500.0,70300.0,73300.0,68000.0,802175.0
40,2023.08.02,70900.0,900.0,71500.0,73400.0,70900.0,455412.0
41,2023.08.01,71800.0,4300.0,76000.0,76000.0,69100.0,1206663.0
42,2023.07.31,76100.0,1100.0,78200.0,78200.0,75500.0,415981.0
43,2023.07.28,77200.0,1900.0,75900.0,77500.0,73700.0,332425.0
44,2023.07.27,75300.0,2800.0,72500.0,77100.0,72500.0,408037.0
45,2023.07.26,72500.0,4400.0,77000.0,77000.0,72500.0,509034.0
46,2023.07.25,76900.0,4500.0,73200.0,79300.0,73200.0,889436.0
47,2023.07.24,72400.0,400.0,72500.0,73200.0,71500.0,245451.0
48,2023.07.21,72000.0,1700.0,72500.0,73000.0,71100.0,351317.0
49,2023.07.20,73700.0,500.0,73400.0,73900.0,71800.0,244565.0
50,2023.07.19,73200.0,100.0,73400.0,73800.0,69500.0,314807.0
51,2023.07.18,73100.0,100.0,73700.0,74700.0,72600.0,247733.0
52,2023.07.17,73200.0,1500.0,72700.0,75000.0,72100.0,422888.0
53,2023.07.14,71700.0,2600.0,74500.0,74900.0,71400.0,612207.0
54,2023.07.13,74300.0,0.0,75500.0,76800.0,74100.0,673096.0
55,2023.07.12,74300.0,4600.0,79700.0,80500.0,72000.0,1432722.0
56,2023.07.11,78900.0,3600.0,76000.0,79500.0,75000.0,279476.0
57,2023.07.10,75300.0,3000.0,77600.0,78700.0,72300.0,583826.0
58,2023.07.07,78300.0,300.0,78000.0,79400.0,77300.0,279985.0
59,2023.07.06,78600.0,3400.0,82400.0,83000.0,78000.0,463302.0
60,2023.07.05,82000.0,1300.0,80800.0,83600.0,79300.0,491130.0
61,2023.07.04,80700.0,3400.0,77600.0,82200.0,76400.0,710499.0
62,2023.07.03,77300.0,400.0,77400.0,77700.0,75600.0,224155.0
63,2023.06.30,76900.0,1500.0,78800.0,79800.0,76800.0,302507.0
64,2023.06.29,78400.0,100.0,78900.0,81800.0,76800.0,370929.0
65,2023.06.28,78500.0,400.0,80000.0,80200.0,78100.0,246068.0
66,2023.06.27,78900.0,1700.0,76800.0,80400.0,76500.0,438592.0
67,2023.06.26,77200.0,800.0,77600.0,78700.0,76600.0,219672.0
68,2023.06.23,78000.0,1300.0,80100.0,80100.0,77200.0,335204.0
69,2023.06.22,79300.0,1500.0,80000.0,81700.0,79200.0,415328.0
70,2023.06.21,80800.0,1400.0,82900.0,84400.0,80400.0,449191.0
71,2023.06.20,82200.0,200.0,82100.0,84400.0,81500.0,294198.0
72,2023.06.19,82000.0,600.0,83100.0,83100.0,80800.0,284053.0
73,2023.06.16,82600.0,700.0,84200.0,84200.0,82000.0,288529.0
74,2023.06.15,83300.0,1400.0,82900.0,84800.0,82800.0,423994.0
75,2023.06.14,81900.0,1700.0,83400.0,85400.0,81100.0,675265.0
76,2023.06.13,83600.0,300.0,83000.0,86000.0,82100.0,443996.0
77,2023.06.12,83300.0,400.0,84100.0,84600.0,82100.0,417504.0
78,2023.06.09,83700.0,1800.0,82900.0,86000.0,81800.0,953804.0
79,2023.06.08,81900.0,2700.0,83700.0,84500.0,81200.0,1201778.0
80,2023.06.07,84600.0,6500.0,89100.0,89700.0,84300.0,1359180.0
81,2023.06.05,91100.0,1100.0,92300.0,92600.0,90200.0,426092.0
82,2023.06.02,92200.0,2500.0,94800.0,94800.0,90800.0,527083.0
83,2023.06.01,94700.0,800.0,94200.0,96800.0,93400.0,521602.0
84,2023.05.31,93900.0,1300.0,94300.0,97000.0,92000.0,575340.0
85,2023.05.30,95200.0,3200.0,92700.0,96500.0,91500.0,746238.0
86,2023.05.26,92000.0,700.0,90900.0,95000.0,90600.0,658129.0
87,2023.05.25,91300.0,1300.0,91600.0,93600.0,90800.0,392083.0
88,2023.05.24,92600.0,200.0,93700.0,94000.0,90300.0,521698.0
89,2023.05.23,92800.0,2000.0,90900.0,94600.0,90200.0,682324.0
90,2023.05.22,90800.0,1200.0,92200.0,93300.0,89700.0,624234.0
91,2023.05.19,92000.0,600.0,93300.0,94200.0,89500.0,1099330.0
92,2023.05.18,92600.0,1300.0,90600.0,95400.0,90000.0,1062530.0
93,2023.05.17,91300.0,6300.0,83800.0,92900.0,83600.0,1907723.0
94,2023.05.16,85000.0,7300.0,79200.0,86400.0,79000.0,2684371.0
95,2023.05.15,77700.0,400.0,77700.0,79800.0,77300.0,1034825.0
96,2023.05.12,78100.0,11400.0,72500.0,79500.0,71300.0,4473376.0
97,2023.05.11,66700.0,1700.0,66000.0,67500.0,62500.0,928650.0
98,2023.05.10,65000.0,2800.0,62600.0,65100.0,62200.0,409502.0
99,2023.05.09,62200.0,900.0,63000.0,63500.0,61700.0,180415.0
100,2023.05.08,63100.0,2600.0,66100.0,66200.0,62600.0,439054.0
101,2023.05.04,65700.0,500.0,66600.0,66900.0,64300.0,291624.0
102,2023.05.03,66200.0,2100.0,63700.0,66800.0,63500.0,617903.0
103,2023.05.02,64100.0,3100.0,61000.0,64700.0,61000.0,485632.0
104,2023.04.28,61000.0,500.0,62100.0,63000.0,60500.0,283354.0
105,2023.04.27,61500.0,300.0,61200.0,61900.0,60600.0,221506.0
106,2023.04.26,61200.0,2700.0,59000.0,62200.0,58600.0,472518.0
107,2023.04.25,58500.0,1400.0,59900.0,60200.0,58100.0,252094.0
108,2023.04.24,59900.0,900.0,59200.0,60700.0,58600.0,237909.0
109,2023.04.21,59000.0,1300.0,59900.0,60300.0,58100.0,363567.0
110,2023.04.20,60300.0,1500.0,61500.0,62000.0,59700.0,499710.0
111,2023.04.19,61800.0,1200.0,62700.0,63400.0,61500.0,290488.0
112,2023.04.18,63000.0,1100.0,64300.0,65800.0,62700.0,404073.0
113,2023.04.17,64100.0,1000.0,64500.0,66200.0,63500.0,580482.0
114,2023.04.14,63100.0,0.0,63600.0,65900.0,62900.0,735048.0
115,2023.04.13,63100.0,1900.0,61300.0,63700.0,61000.0,776709.0
116,2023.04.12,61200.0,600.0,61000.0,61500.0,59800.0,292405.0
117,2023.04.11,60600.0,100.0,60300.0,61200.0,59600.0,300040.0
118,2023.04.10,60500.0,1000.0,61700.0,62400.0,59700.0,534574.0
119,2023.04.07,61500.0,3700.0,58900.0,61500.0,57600.0,688158.0
120,2023.04.06,57800.0,1200.0,56600.0,59400.0,56300.0,661967.0
121,2023.04.05,56600.0,500.0,57000.0,57400.0,56200.0,199665.0
122,2023.04.04,57100.0,1300.0,56200.0,57500.0,55600.0,313690.0
123,2023.04.03,55800.0,900.0,56500.0,57500.0,55500.0,321418.0
124,2023.03.31,56700.0,300.0,57000.0,57900.0,56200.0,213198.0
125,2023.03.30,57000.0,600.0,57700.0,57900.0,56200.0,290373.0
126,2023.03.29,57600.0,400.0,57500.0,57900.0,56800.0,250845.0
127,2023.03.28,58000.0,1700.0,56800.0,58100.0,56300.0,441296.0
128,2023.03.27,56300.0,1000.0,57200.0,57600.0,55400.0,348097.0
129,2023.03.24,57300.0,2100.0,55800.0,57700.0,55000.0,441416.0
130,2023.03.23,55200.0,300.0,54700.0,55900.0,53900.0,329437.0
131,2023.03.22,55500.0,1000.0,57000.0,57000.0,55400.0,286518.0
132,2023.03.21,56500.0,1800.0,55600.0,57700.0,55500.0,488702.0
133,2023.03.20,54700.0,400.0,55500.0,55500.0,54200.0,231373.0
134,2023.03.17,55100.0,3200.0,53300.0,55800.0,53000.0,499508.0
135,2023.03.16,51900.0,900.0,52200.0,52800.0,51300.0,278293.0
136,2023.03.15,52800.0,400.0,54200.0,54600.0,52100.0,443552.0
137,2023.03.14,53200.0,1400.0,55000.0,55000.0,52800.0,424000.0
138,2023.03.13,54600.0,2900.0,56300.0,56700.0,53400.0,716318.0
139,2023.03.10,57500.0,900.0,57500.0,59500.0,57200.0,340292.0
140,2023.03.09,58400.0,1900.0,60400.0,60400.0,57900.0,425873.0
141,2023.03.08,60300.0,800.0,59900.0,62400.0,59800.0,737212.0
142,2023.03.07,59500.0,2300.0,58300.0,60700.0,57600.0,932319.0
143,2023.03.06,57200.0,100.0,56800.0,58000.0,56000.0,373402.0
144,2023.03.03,57100.0,400.0,57700.0,58700.0,56200.0,364172.0
145,2023.03.02,57500.0,500.0,58000.0,58900.0,57400.0,420985.0
146,2023.02.28,58000.0,4100.0,54200.0,58100.0,53900.0,1009174.0
147,2023.02.27,53900.0,800.0,53100.0,54600.0,52800.0,294718.0
148,2023.02.24,53100.0,1700.0,54300.0,54500.0,52700.0,350534.0
149,2023.02.23,54800.0,300.0,54800.0,55000.0,53700.0,346688.0
150,2023.02.22,54500.0,600.0,53000.0,55400.0,53000.0,571923.0
151,2023.02.21,53900.0,700.0,52800.0,54200.0,52000.0,340805.0
152,2023.02.20,53200.0,2400.0,51200.0,53400.0,50800.0,449489.0
153,2023.02.17,50800.0,2000.0,51800.0,52300.0,50500.0,278035.0
154,2023.02.16,52800.0,2200.0,51100.0,52900.0,50900.0,328850.0
155,2023.02.15,50600.0,1700.0,52400.0,52600.0,50300.0,393207.0
156,2023.02.14,52300.0,300.0,52000.0,52800.0,51400.0,253823.0
157,2023.02.13,52000.0,600.0,52900.0,53800.0,51800.0,298458.0
158,2023.02.10,52600.0,600.0,54100.0,55000.0,52500.0,825218.0
159,2023.02.09,53200.0,100.0,53300.0,54000.0,52700.0,318070.0
160,2023.02.08,53300.0,1100.0,52700.0,53700.0,52200.0,443590.0
161,2023.02.07,52200.0,0.0,52400.0,53000.0,51700.0,298839.0
162,2023.02.06,52200.0,600.0,52800.0,53200.0,52000.0,249838.0
163,2023.02.03,52800.0,1100.0,51900.0,53400.0,51600.0,516089.0
164,2023.02.02,51700.0,300.0,52300.0,52900.0,51200.0,373732.0
165,2023.02.01,52000.0,100.0,52000.0,52400.0,51300.0,239188.0
166,2023.01.31,51900.0,1100.0,50100.0,52300.0,50000.0,382341.0
167,2023.01.30,50800.0,700.0,51400.0,51900.0,50600.0,295372.0
168,2023.01.27,51500.0,600.0,50700.0,51900.0,50600.0,321643.0
169,2023.01.26,50900.0,100.0,51100.0,51900.0,50400.0,408397.0
170,2023.01.25,51000.0,900.0,52000.0,52100.0,50200.0,487112.0
171,2023.01.20,51900.0,700.0,52300.0,52900.0,51100.0,502196.0
172,2023.01.19,52600.0,2950.0,49900.0,52700.0,49500.0,917357.0
173,2023.01.18,49650.0,1550.0,48100.0,49650.0,48100.0,407679.0
174,2023.01.17,48100.0,250.0,48650.0,49250.0,48000.0,192916.0
175,2023.01.16,48350.0,700.0,49100.0,49500.0,48100.0,327658.0
176,2023.01.13,49050.0,400.0,48650.0,49150.0,47650.0,371950.0
177,2023.01.12,48650.0,750.0,48550.0,49500.0,48050.0,429192.0
178,2023.01.11,47900.0,900.0,47200.0,48150.0,47000.0,278938.0
179,2023.01.10,47000.0,1800.0,48750.0,48850.0,46850.0,566170.0
180,2023.01.09,48800.0,800.0,50000.0,50500.0,48350.0,569291.0
181,2023.01.06,49600.0,500.0,48700.0,49900.0,46950.0,580137.0
182,2023.01.05,49100.0,300.0,49250.0,50100.0,48250.0,445150.0
183,2023.01.04,48800.0,700.0,49800.0,50000.0,48350.0,505379.0
184,2023.01.03,49500.0,1450.0,47500.0,50800.0,47500.0,1176815.0
185,2023.01.02,48050.0,4200.0,46550.0,49000.0,45950.0,1483247.0
186,2022.12.29,43850.0,1050.0,42450.0,44250.0,42450.0,314793.0
187,2022.12.28,42800.0,2200.0,44900.0,45150.0,42500.0,490511.0
188,2022.12.27,45000.0,350.0,45250.0,45850.0,44800.0,308344.0
189,2022.12.26,45350.0,700.0,46150.0,46450.0,45100.0,303488.0
190,2022.12.23,46050.0,1700.0,46950.0,47350.0,46000.0,397595.0
191,2022.12.22,47750.0,3150.0,45000.0,48000.0,44350.0,804947.0
192,2022.12.21,44600.0,350.0,44950.0,45250.0,44200.0,225607.0
193,2022.12.20,44250.0,2600.0,46450.0,46900.0,44050.0,405408.0
194,2022.12.19,46850.0,1550.0,45300.0,46900.0,45300.0,381536.0
195,2022.12.16,45300.0,1250.0,43100.0,45600.0,43050.0,283997.0
196,2022.12.15,44050.0,1250.0,45300.0,45500.0,43950.0,230037.0
197,2022.12.14,45300.0,1050.0,44350.0,45600.0,43950.0,207022.0
198,2022.12.13,44250.0,650.0,45500.0,45600.0,43700.0,262089.0
199,2022.12.12,44900.0,300.0,45500.0,46700.0,44850.0,352061.0
200,2022.12.09,45200.0,1250.0,44400.0,45750.0,44350.0,343088.0
201,2022.12.08,43950.0,300.0,44450.0,44550.0,43600.0,160969.0
202,2022.12.07,44250.0,600.0,43100.0,44600.0,43000.0,208032.0
203,2022.12.06,43650.0,1700.0,44800.0,44950.0,43500.0,299838.0
204,2022.12.05,45350.0,400.0,45000.0,46250.0,45000.0,253637.0
205,2022.12.02,44950.0,350.0,45300.0,45300.0,44100.0,250807.0
206,2022.12.01,45300.0,1400.0,44600.0,45600.0,44400.0,429540.0
207,2022.11.30,43900.0,1000.0,44900.0,45100.0,43700.0,329361.0
208,2022.11.29,44900.0,2450.0,42250.0,44950.0,42200.0,606107.0
209,2022.11.28,42450.0,350.0,42800.0,43300.0,41800.0,218063.0
210,2022.11.25,42800.0,100.0,42700.0,43150.0,42300.0,190505.0
211,2022.11.24,42900.0,1950.0,41250.0,42900.0,41200.0,444716.0
212,2022.11.23,40950.0,650.0,41150.0,42500.0,40850.0,494697.0
213,2022.11.22,40300.0,150.0,40250.0,40550.0,39450.0,279911.0
214,2022.11.21,40150.0,950.0,41500.0,42050.0,40050.0,462194.0
215,2022.11.18,41100.0,1100.0,42450.0,42550.0,41100.0,341569.0
216,2022.11.17,42200.0,1100.0,42900.0,44300.0,42200.0,427229.0
217,2022.11.16,43300.0,1450.0,42000.0,43350.0,41450.0,497225.0
218,2022.11.15,41850.0,850.0,41150.0,42050.0,40900.0,368294.0
219,2022.11.14,41000.0,1800.0,42950.0,42950.0,40600.0,561015.0
220,2022.11.11,42800.0,1550.0,42850.0,43350.0,41650.0,608431.0
221,2022.11.10,41250.0,350.0,41300.0,42100.0,40900.0,205516.0
222,2022.11.09,41600.0,900.0,42500.0,43150.0,41450.0,257226.0
223,2022.11.08,42500.0,900.0,41800.0,43100.0,41750.0,241102.0
224,2022.11.07,41600.0,150.0,41450.0,41950.0,40850.0,101883.0
225,2022.11.04,41450.0,300.0,40400.0,41600.0,40000.0,286166.0
226,2022.11.03,41150.0,1100.0,41500.0,41850.0,40450.0,294038.0
227,2022.11.02,42250.0,100.0,42000.0,42500.0,41350.0,175249.0
228,2022.11.01,42350.0,400.0,42800.0,43400.0,41550.0,183559.0
229,2022.10.31,42750.0,100.0,43150.0,43150.0,41200.0,224604.0
230,2022.10.28,42850.0,600.0,43300.0,43850.0,42750.0,137149.0
231,2022.10.27,43450.0,900.0,42350.0,44000.0,42350.0,152138.0
232,2022.10.26,42550.0,850.0,43450.0,43600.0,42450.0,183332.0
233,2022.10.25,43400.0,0.0,43500.0,44350.0,43000.0,153898.0
234,2022.10.24,43400.0,150.0,44500.0,44800.0,43300.0,160882.0
235,2022.10.21,43550.0,50.0,43450.0,44150.0,42750.0,141555.0
236,2022.10.20,43500.0,550.0,44000.0,44500.0,43000.0,164386.0
237,2022.10.19,44050.0,1400.0,45700.0,45900.0,44000.0,249283.0
238,2022.10.18,45450.0,100.0,46300.0,46800.0,45000.0,201704.0
239,2022.10.17,45350.0,350.0,43850.0,45500.0,43450.0,250054.0
240,2022.10.14,45000.0,2650.0,43500.0,45400.0,43450.0,338208.0
241,2022.10.13,42350.0,1950.0,44150.0,44550.0,42350.0,249119.0
242,2022.10.12,44300.0,1250.0,42900.0,44650.0,42250.0,276483.0
243,2022.10.11,43050.0,2200.0,44200.0,44200.0,42150.0,370128.0
244,2022.10.07,45250.0,950.0,45600.0,45850.0,44350.0,322900.0
245,2022.10.06,46200.0,200.0,46600.0,46750.0,45550.0,208225.0
246,2022.10.05,46000.0,3200.0,49650.0,49700.0,45900.0,467467.0
247,2022.10.04,49200.0,750.0,49100.0,49600.0,48250.0,317537.0
248,2022.09.30,48450.0,2000.0,46150.0,48800.0,46150.0,436975.0
249,2022.09.29,46450.0,1250.0,46300.0,47850.0,46050.0,356703.0
250,2022.09.28,45200.0,4150.0,49250.0,49300.0,45050.0,626910.0
251,2022.09.27,49350.0,1850.0,47550.0,51200.0,47400.0,695311.0
252,2022.09.26,47500.0,950.0,48550.0,49600.0,46950.0,477675.0
253,2022.09.23,48450.0,1850.0,49850.0,50800.0,48300.0,346341.0
254,2022.09.22,50300.0,900.0,50400.0,50500.0,49050.0,451736.0
255,2022.09.21,51200.0,700.0,51500.0,52200.0,50100.0,396707.0
256,2022.09.20,51900.0,600.0,53000.0,53500.0,51700.0,304190.0
257,2022.09.19,52500.0,900.0,53700.0,54700.0,52000.0,395513.0
258,2022.09.16,53400.0,1300.0,52900.0,54500.0,51600.0,734007.0
259,2022.09.15,52100.0,1700.0,54000.0,54300.0,51600.0,603144.0
260,2022.09.14,53800.0,3200.0,54900.0,55200.0,52300.0,685424.0
261,2022.09.13,57000.0,200.0,58300.0,58700.0,56900.0,297991.0
262,2022.09.08,57200.0,900.0,56800.0,58300.0,56400.0,332153.0
263,2022.09.07,56300.0,1100.0,56900.0,57600.0,55400.0,359308.0
264,2022.09.06,57400.0,0.0,58000.0,58400.0,56100.0,255909.0
265,2022.09.05,57400.0,1000.0,58400.0,59200.0,56900.0,274222.0
266,2022.09.02,58400.0,100.0,59100.0,59800.0,58300.0,164211.0
267,2022.09.01,58500.0,2100.0,60100.0,60200.0,58500.0,233642.0
268,2022.08.31,60600.0,500.0,59300.0,60600.0,59100.0,206670.0
269,2022.08.30,60100.0,2300.0,58200.0,60200.0,57700.0,309097.0
270,2022.08.29,57800.0,2600.0,58200.0,58900.0,57200.0,362934.0
271,2022.08.26,60400.0,700.0,60900.0,61900.0,59800.0,354672.0
272,2022.08.25,61100.0,2900.0,58500.0,62000.0,58400.0,621890.0
273,2022.08.24,58200.0,2200.0,56500.0,58500.0,55200.0,461449.0
274,2022.08.23,56000.0,3100.0,58800.0,58900.0,55700.0,523132.0
275,2022.08.22,59100.0,800.0,59000.0,61400.0,58800.0,635391.0
276,2022.08.19,58300.0,3000.0,61600.0,62400.0,57200.0,914291.0
277,2022.08.18,61300.0,800.0,60100.0,61600.0,59800.0,276734.0
278,2022.08.17,60500.0,1900.0,62100.0,62300.0,60300.0,348042.0
279,2022.08.16,62400.0,500.0,62400.0,63300.0,61500.0,291327.0
280,2022.08.12,61900.0,2400.0,61200.0,62000.0,60100.0,688904.0
281,2022.08.11,59500.0,1500.0,58900.0,59500.0,58300.0,208744.0
282,2022.08.10,58000.0,1500.0,59800.0,60000.0,58000.0,304481.0
283,2022.08.09,59500.0,2800.0,57100.0,59700.0,56400.0,526270.0
284,2022.08.08,56700.0,1200.0,56100.0,56900.0,55300.0,194174.0
285,2022.08.05,55500.0,400.0,55900.0,56000.0,54600.0,131986.0
286,2022.08.04,55900.0,0.0,56200.0,56900.0,55500.0,152013.0
287,2022.08.03,55900.0,1000.0,54900.0,56200.0,54600.0,171367.0
288,2022.08.02,54900.0,200.0,54900.0,55200.0,54400.0,92806.0
289,2022.08.01,54700.0,400.0,55300.0,56100.0,54700.0,183207.0
290,2022.07.29,55100.0,600.0,54800.0,55500.0,54600.0,127427.0
291,2022.07.28,54500.0,500.0,54700.0,55200.0,53600.0,137235.0
292,2022.07.27,54000.0,200.0,54200.0,54400.0,53400.0,101242.0
293,2022.07.26,54200.0,1900.0,56100.0,56200.0,54000.0,228652.0
294,2022.07.25,56100.0,2000.0,54000.0,56100.0,53600.0,223921.0
295,2022.07.22,54100.0,200.0,54100.0,54900.0,54000.0,107919.0
296,2022.07.21,54300.0,200.0,53700.0,54400.0,53500.0,94291.0
297,2022.07.20,54100.0,200.0,55000.0,55300.0,53500.0,196721.0
298,2022.07.19,54300.0,600.0,53200.0,54500.0,53000.0,120611.0
299,2022.07.18,53700.0,200.0,54400.0,54400.0,52600.0,185915.0
300,2022.07.15,53500.0,0.0,54000.0,54900.0,53200.0,278363.0
301,2022.07.14,53500.0,2000.0,51500.0,53900.0,51100.0,339744.0
302,2022.07.13,51500.0,900.0,50700.0,52100.0,50500.0,190675.0
303,2022.07.12,50600.0,200.0,50200.0,51600.0,50000.0,205190.0
304,2022.07.11,50800.0,1150.0,50400.0,51900.0,49800.0,356881.0
305,2022.07.08,49650.0,650.0,49500.0,50900.0,48800.0,298739.0
306,2022.07.07,49000.0,50.0,49650.0,50500.0,48600.0,286833.0
307,2022.07.06,48950.0,2900.0,45950.0,51400.0,45600.0,894153.0
308,2022.07.05,46050.0,1450.0,45550.0,46200.0,44750.0,168542.0
309,2022.07.04,44600.0,1000.0,44000.0,46200.0,43650.0,197973.0
310,2022.07.01,43600.0,550.0,44450.0,44850.0,43000.0,127784.0
311,2022.06.30,44150.0,900.0,44950.0,45650.0,43600.0,114268.0
312,2022.06.29,45050.0,250.0,44300.0,45550.0,43700.0,150449.0
313,2022.06.28,45300.0,650.0,45800.0,46100.0,44900.0,127732.0
314,2022.06.27,45950.0,1250.0,45100.0,46600.0,43850.0,220503.0
315,2022.06.24,44700.0,2850.0,41900.0,45000.0,41900.0,310944.0
316,2022.06.23,41850.0,1600.0,43150.0,44550.0,41750.0,292036.0
317,2022.06.22,43450.0,3650.0,47150.0,47750.0,43000.0,401612.0
318,2022.06.21,47100.0,100.0,47000.0,47650.0,46450.0,134930.0
319,2022.06.20,47000.0,1350.0,48550.0,49000.0,45900.0,281302.0
320,2022.06.17,48350.0,900.0,47850.0,48700.0,47200.0,334240.0
321,2022.06.16,49250.0,450.0,49900.0,51100.0,48800.0,451254.0
322,2022.06.15,48800.0,3900.0,52000.0,53000.0,48600.0,806676.0
323,2022.06.14,52700.0,1100.0,52600.0,53400.0,51300.0,343711.0
324,2022.06.13,53800.0,3300.0,55900.0,56100.0,53700.0,251948.0
325,2022.06.10,57100.0,400.0,56900.0,57900.0,56500.0,130640.0
326,2022.06.09,57500.0,500.0,57000.0,58300.0,56300.0,259523.0
327,2022.06.08,57000.0,2300.0,55200.0,58000.0,54700.0,306533.0
328,2022.06.07,54700.0,1300.0,56000.0,56500.0,54700.0,111381.0
329,2022.06.03,56000.0,300.0,56000.0,57000.0,55400.0,126961.0
330,2022.06.02,55700.0,900.0,56200.0,56300.0,55100.0,96344.0
331,2022.05.31,56600.0,200.0,56300.0,57300.0,55700.0,139690.0
332,2022.05.30,56400.0,900.0,56700.0,57800.0,56100.0,182439.0
333,2022.05.27,55500.0,1100.0,55600.0,56600.0,55200.0,124258.0
334,2022.05.26,54400.0,700.0,55100.0,56200.0,54200.0,140437.0
335,2022.05.25,55100.0,1200.0,54100.0,56000.0,52900.0,172951.0
336,2022.05.24,53900.0,700.0,54000.0,55100.0,53600.0,149864.0
337,2022.05.23,54600.0,1100.0,55700.0,55700.0,53300.0,197360.0
338,2022.05.20,55700.0,1000.0,54800.0,56200.0,54600.0,167263.0
339,2022.05.19,54700.0,900.0,53700.0,55500.0,53100.0,222496.0
340,2022.05.18,55600.0,200.0,56400.0,56600.0,55500.0,169338.0
341,2022.05.17,55800.0,600.0,55200.0,57100.0,55000.0,190974.0
342,2022.05.16,55200.0,1300.0,54600.0,56100.0,54500.0,229340.0
343,2022.05.13,53900.0,1900.0,52500.0,54200.0,52400.0,215458.0
344,2022.05.12,52000.0,3800.0,54500.0,54700.0,52000.0,508865.0
345,2022.05.11,55800.0,500.0,55500.0,57200.0,55100.0,182174.0
346,2022.05.10,55300.0,200.0,54300.0,56000.0,52600.0,329539.0
347,2022.05.09,55100.0,2400.0,57200.0,57600.0,54500.0,306648.0
348,2022.05.06,57500.0,600.0,57000.0,59000.0,56900.0,223020.0
349,2022.05.04,58100.0,600.0,58000.0,58900.0,57500.0,147379.0
350,2022.05.03,57500.0,1000.0,56800.0,59100.0,56400.0,232195.0
351,2022.05.02,56500.0,500.0,56600.0,57100.0,55400.0,181679.0
352,2022.04.29,57000.0,500.0,56900.0,57800.0,56100.0,142226.0
353,2022.04.28,56500.0,1500.0,58500.0,58600.0,56300.0,210989.0
354,2022.04.27,58000.0,800.0,55600.0,58400.0,55300.0,249022.0
355,2022.04.26,57200.0,1300.0,56300.0,58100.0,56300.0,210541.0
356,2022.04.25,55900.0,800.0,55700.0,57800.0,55100.0,236689.0
357,2022.04.22,56700.0,1700.0,57600.0,58200.0,56000.0,403814.0
358,2022.04.21,58400.0,800.0,59200.0,60300.0,57900.0,276584.0
359,2022.04.20,59200.0,900.0,60500.0,60500.0,58300.0,288284.0
360,2022.04.19,60100.0,100.0,60300.0,60600.0,59300.0,256863.0
361,2022.04.18,60000.0,4000.0,63500.0,63700.0,59900.0,481025.0
